ID,Degree Type,Final Recommended Decision,Domestic or INTL Applicant,Reporting Term,Age When Applied,Gender,Mailing City,Mailing State/Province,Mailing Country,SS Minimum Grade Last Year (Alpha),How did you hear about this program?,How did you hear about us Other,Military Status,First Generation,Created Date,Race,Current Rutgers uGrad Student,Current Rutgers Employee,Rutgers Graduate/Alumni,Parent/Legal Guardian Employed by RU,Parent Grandparent Rutgers Grad,Program Selection: Program Selection Name,Admissions Status
1363,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2024,26,Male,El Paso,Texas,United States of America,,Web Initiative (Google Search),,No,,3/7/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Deferred to Fall
3925,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2024,26,Female,Tehran,Tehran,Iran,,Social Media - LinkedIn,,No,,4/22/24,White,No,No,,,0,Biology: Computational and Integrative (MS),Deferred to Fall
6719,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2024,27,Female,Ibadan,Oyo,Nigeria,,Webinar-Information Session,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Deferred to Fall
9530,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2024,27,Female,Dhaka,,Bangladesh,,Referral - Current Student,,No,,5/20/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Deferred to Fall
7423,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,39,Female,Collingswood,New Jersey,United States of America,,Rutgers Employee,,No,,4/20/23,White,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
2335,"Master's (e.g. MA, MS, EdM, MFA)",Withdraw,International,Fall 2023,29,Male,Kingston,RI,United States of America,,Web Initiative (Google Search),,No,,4/27/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
8253,"Master's (e.g. MA, MS, EdM, MFA)",Withdraw,Domestic,Fall 2023,64,Male,Newtown,Pennsylvania,United States of America,,Social Media - Facebook,,No,,5/8/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
8912,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2022,26,Male,Hyderabad,Telangana,India,,Web Initiative (Google Search),,,,5/31/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
3482,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2022,32,Male,Huairou,Beijing,China,,Web Initiative (Google Search),,,,5/31/22,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
8619,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2022,28,Female,Karnal,Haryana,India,,Web-Program Site,,,,6/21/22,,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
2763,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,38,Female,Mashhad,Razavi Khorasan,"Iran, Islamic Republic Of",,Referral - Instructor,,No,,2/9/23,White,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
684,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,30,Female,Lagos,Lagos,Nigeria,,Web-Program Site,,No,,3/15/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
9644,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,25,Male,AHMEDNAGAR,Maharashtra,India,,Social Media - LinkedIn,,No,,9/30/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Withdrawn
5441,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,27,Female,kolkata,west bengal,India,,Event Email,,,,3/8/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1801,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,38,Female,AL QURAYYAT,4184 Al Olaya District / Kingdom of Saudi Arabia,Saudi Arabia,,Rutgers Employee,,,,3/15/22,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7545,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2023,32,Female,Memphis,Tennessee,United States of America,,Web-Program Site,,No,,5/23/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
37,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,29,Male,Kingston,RI,United States of America,,Web Initiative (Google Search),,No,,4/27/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8194,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,31,Female,Accra,Greater Accra,Ghana,,Web Initiative (Google Search),,No,,4/28/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5133,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,27,Female,Jinzhong,Shanxi,China,,Web-Program Site,,,,4/25/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
122,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,39,Male,Sonitpur,Assam,India,,Rutgers Employee,,,,4/25/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
6932,"Master's (e.g. MA, MS, EdM, MFA)",Waitlist,Domestic,Fall 2022,25,Female,Whitehall,Ohio,United States,,Web Initiative (Google Search),,,,4/25/22,White; Hispanic or Latino,No,No,,,0,Biology: Computational and Integrative (MS),Denied
9855,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,32,Male,Southampton,England,United Kingdom,,Ad,,,,4/27/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
2619,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,34,Male,Abuja.,Federal Capital Territory,Nigeria,,Web-Rutgers Graduate Admissions Page,,,,5/20/22,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8711,"Master's (e.g. MA, MS, EdM, MFA)",Waitlist,International,Fall 2022,34,Female,Dhaka,,Bangladesh,,Social Media - Facebook,,,,5/20/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5779,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2022,37,Male,behshahr,mazandaran,"Iran, Islamic Republic Of",,Web-Program Site,,,,5/31/22,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
364,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,40,Female,RIYADH,Riyadh,Saudi Arabia,,Blog,,,,6/21/22,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7808,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2023,25,Male,Coimbatore,Tamil Nadu,India,,Web Initiative (Google Search),,,,9/9/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1197,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Chennai,Tamil Nadu,India,,Web-Rutgers Graduate Admissions Page,,,,11/14/22,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
725,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Female,Kothagudem,Telangana,India,,Referral - Current Student,,No,,1/24/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1437,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Female,Kathmandu,,Nepal,,Web Initiative (Google Search),,No,,2/7/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3468,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,29,Male,New York,New York,United States of America,,,,No,,2/10/23,,No,No,,,0,Biology: Computational and Integrative (MS),Denied
902,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Female,"Adenta, Accra",Greater Accra,Ghana,,Event Email,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
247,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Female,Hokandara,,Sri Lanka,,Web-Rutgers Graduate Admissions Page,,No,,2/21/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
317,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2023,24,Female,Mount Airy,Maryland,United States of America,,Rutgers Employee,,No,,2/21/23,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8949,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Male,Ibadan,Oyo State,Nigeria,,Social Media - Facebook,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7617,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,36,Female,Port Harcourt,Rivers,Nigeria,,Referral - Current Student,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8346,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Female,Kaduna,kaduna,Nigeria,,Web Initiative (Google Search),,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
6502,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Female,Xi'an,Shaanxi,China,,,,No,,2/21/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
4909,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Female,Lalitpur,Bagmati,Nepal,,Web-Program Site,,No,,2/21/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1335,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,25,Male,Accra,Please select,Ghana,,Referral - Instructor,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5949,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,26,Male,Thakurgaon,,Bangladesh,,Web-Program Site,,No,,2/21/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
4896,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,29,Male,Alexandria,Montazah first district,Egypt,,Web Initiative (Google Search),,No,,2/21/23,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
6878,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,27,Female,Ajah,Lagos,Nigeria,,Referral - Instructor,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
2138,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,32,Male,Lagos,Lagos,Nigeria,,Open House,,No,,2/21/23,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1004,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,28,Female,Mumbai,Maharashtra,India,,Web-Rutgers Graduate Admissions Page,,No,,2/27/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
4788,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2023,27,Female,Charleston,South Carolina,United States of America,,Web Initiative (Google Search),,No,,2/27/23,White,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3095,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2023,30,Male,Dhaka,,Bangladesh,,Web-Program Site,,No,,3/4/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1026,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2023,34,Male,Cherry Hill,New Jersey,United States of America,,Web-Program Site,,No,,3/21/23,White,Yes,No,,,0,Biology: Computational and Integrative (MS),Denied
5231,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,27,Male,ELURU,ANDHRA PRADESH,India,,Other/Unknown,,No,,8/2/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3126,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,24,Male,fall river,Massachusetts,United States of America,,Web Initiative (Google Search),,No,,9/5/23,,No,No,,,0,Biology: Computational and Integrative (MS),Denied
2544,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,25,Female,"KRISHNANKOVIL, VIRUDHUNAGAR",TAMIL NADU,India,,Other/Unknown,Agent,No,,9/11/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
9898,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,35,Female,BAREILLY,UTTAR PRADESH,India,,Other/Unknown,Agent,No,,10/17/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7124,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,22,Male,Himatnagar,Gujarat,India,,Other/Unknown,,No,,10/19/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5139,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Spring 2024,27,Female,Visakhapatnam,Andhra Pradesh,India,,Ad,,No,,11/16/23,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3667,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,26,Female,FARIDABAD,HARYANA,India,,Other/Unknown,Educational Agent,No,,1/6/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
4659,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Female,Lagos,Lagos,Nigeria,,Referral - Alumni,,No,,1/9/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
6131,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Female,Kingston,St Andrew,Jamaica,,Referral - Alumni,,No,,1/13/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5986,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Male,Aba,Abia,Nigeria,,College/Career Fair,,No,,2/5/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3342,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Male,Ve-Golokuati,,Ghana,,Web Initiative (Google Search),,No,,2/6/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8170,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,22,Male,Bengaluru,Karnataka,India,,Referral - Alumni,,No,,2/6/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
5732,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Female,"KRISHNANKOVIL, VIRUDHUNAGAR",TAMIL NADU,India,,,,No,,2/8/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7574,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Male,Ibadan,Oyo,Nigeria,,Web-Program Site,,No,,3/11/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3121,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,37,Male,Accra,,Ghana,,Web Initiative (Google Search),,No,,4/18/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7316,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,27,Female,Ibadan,Oyo,Nigeria,,Other/Unknown,Google search,No,,4/18/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7627,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,64,Female,Islamabad,Punjabi,Pakistan,,Referral - Instructor,,No,,4/19/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
9680,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,25,Female,"Takoradi, Western Region",,Ghana,,Social Media - Twitter,,No,,4/23/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
2264,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Male,Larteh,,Ghana,,Blog,,No,,4/23/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
490,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,30,Male,Katsina,Katsina,Nigeria,,College/Career Fair,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
8316,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Ibadan,Oyo,Nigeria,,Web-Program Site,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
4800,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,42,Male,Winneba,Effutu,Ghana,,Web-Program Site,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
7075,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Abuja,Federal Capital Territory,Nigeria,,Social Media - LinkedIn,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
3392,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Female,Buea,South West Region,Cameroon,,Web Initiative (Google Search),,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
9017,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Female,Ilesa,Osun,Nigeria,,Web-Program Site,,No,,4/24/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
6138,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Male,AUCHI,EDO,Nigeria,,Web Initiative (Google Search),,No,,5/17/24,Black or African American,No,Yes,,,0,Biology: Computational and Integrative (MS),Denied
7469,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,28,Male,Jeddah,Makkah,Saudi Arabia,,Web-Program Site,,No,,5/17/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
171,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,29,Male,Lahore,Punjab,Pakistan,,Web-Rutgers Graduate Admissions Page,,No,,5/20/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
9223,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,24,Female,Pune,Maharashtra,India,,Web Initiative (Google Search),,No,,5/20/24,Asian,No,No,,,0,Biology: Computational and Integrative (MS),Denied
2025,"Master's (e.g. MA, MS, EdM, MFA)",Deny,Domestic,Fall 2024,32,Female,Jersey City,New Jersey,United States of America,,Web-Rutgers Graduate Admissions Page,,No,,5/22/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
1936,"Master's (e.g. MA, MS, EdM, MFA)",Deny,International,Fall 2024,31,Male,Alimosho,Lagos,Nigeria,,Referral - Current Student,,No,,6/19/24,Black or African American,No,No,,,0,Biology: Computational and Integrative (MS),Denied
754,"Doctoral (e.g. PhD, EdD, DNP)",,International,Fall 2022,29,Female,Philadelphia,Pennsylvania,United States,,Web Initiative (Google Search),,,,11/29/21,Asian,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
9817,"Doctoral (e.g. PhD, EdD, DNP)",,Domestic,Fall 2022,29,Female,Istanbul,,Turkey,,Referral - Alumni,,,,12/2/21,White,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
1986,"Doctoral (e.g. PhD, EdD, DNP)",,International,Fall 2022,27,Female,Tianjin,,China,,,,,,12/8/21,Asian,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
6209,"Doctoral (e.g. PhD, EdD, DNP)",,International,Fall 2022,34,Female,"Weija, Accra",,Ghana,,Web-Program Site,,,,9/4/21,Black or African American,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
516,"Doctoral (e.g. PhD, EdD, DNP)",,Domestic,Fall 2022,25,Male,Wilmette,Illinois,United States,,Other/Unknown,"Found a research paper written by faculty here, backtracked it to this program",,,9/8/21,,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
8408,"Doctoral (e.g. PhD, EdD, DNP)",,Domestic,Fall 2022,31,Male,Collingswood,New Jersey,United States,,Event Email,,,,11/18/21,White,No,No,,,0,Biology: Computational and Integrative (PHD),Started App
